event_id,session_date,direction,first_price,strong_price,entry_disadvantage,first_entry_timestamp,strong_entry_timestamp,delay_minutes,entry_comparison,first_mfe,strong_mfe,first_mae,strong_mae,first_eod_move,strong_eod_move,mfe_lost,mae_improvement,same_pair_excursions_available,first_minutes_to_reclaim,strong_minutes_to_reclaim,first_entry_status,strong_entry_status,first_signal_known_at,strong_signal_known_at,first_outcome.0.25/0.25,first_outcome.0.25/0.25.favorable_hit,first_outcome.0.25/0.25.adverse_hit,first_outcome.0.50/0.25,first_outcome.0.50/0.25.favorable_hit,first_outcome.0.50/0.25.adverse_hit,first_outcome.0.75/0.25,first_outcome.0.75/0.25.favorable_hit,first_outcome.0.75/0.25.adverse_hit,first_outcome.1.00/0.25,first_outcome.1.00/0.25.favorable_hit,first_outcome.1.00/0.25.adverse_hit,first_outcome.0.50/0.30,first_outcome.0.50/0.30.favorable_hit,first_outcome.0.50/0.30.adverse_hit,first_outcome.0.75/0.30,first_outcome.0.75/0.30.favorable_hit,first_outcome.0.75/0.30.adverse_hit,first_outcome.1.00/0.30,first_outcome.1.00/0.30.favorable_hit,first_outcome.1.00/0.30.adverse_hit,first_outcome.1.50/0.30,first_outcome.1.50/0.30.favorable_hit,first_outcome.1.50/0.30.adverse_hit,first_outcome.2.00/0.30,first_outcome.2.00/0.30.favorable_hit,first_outcome.2.00/0.30.adverse_hit,strong_outcome.0.25/0.25,strong_outcome.0.25/0.25.favorable_hit,strong_outcome.0.25/0.25.adverse_hit,strong_outcome.0.50/0.25,strong_outcome.0.50/0.25.favorable_hit,strong_outcome.0.50/0.25.adverse_hit,strong_outcome.0.75/0.25,strong_outcome.0.75/0.25.favorable_hit,strong_outcome.0.75/0.25.adverse_hit,strong_outcome.1.00/0.25,strong_outcome.1.00/0.25.favorable_hit,strong_outcome.1.00/0.25.adverse_hit,strong_outcome.0.50/0.30,strong_outcome.0.50/0.30.favorable_hit,strong_outcome.0.50/0.30.adverse_hit,strong_outcome.0.75/0.30,strong_outcome.0.75/0.30.favorable_hit,strong_outcome.0.75/0.30.adverse_hit,strong_outcome.1.00/0.30,strong_outcome.1.00/0.30.favorable_hit,strong_outcome.1.00/0.30.adverse_hit,strong_outcome.1.50/0.30,strong_outcome.1.50/0.30.favorable_hit,strong_outcome.1.50/0.30.adverse_hit,strong_outcome.2.00/0.30,strong_outcome.2.00/0.30.favorable_hit,strong_outcome.2.00/0.30.adverse_hit
SPY:2026-01-07:LONG:2026-01-07T16:40:00+00:00:v1,2026-01-07,LONG,693.210000000000,693.175000000000,-0.035000000000,2026-01-07T16:45:00Z,2026-01-07T16:50:00Z,5,BETTER,0.750000000000,0.785000000000,3.890000000000,3.855000000000,-3.620000000000,-3.585000000000,-0.035000000000,0.035000000000,True,95,90,AVAILABLE,AVAILABLE,2026-01-07T16:45:00Z,2026-01-07T16:50:00Z,FAVORABLE_FIRST,2026-01-07T16:56:00Z,2026-01-07T17:51:00Z,FAVORABLE_FIRST,2026-01-07T17:04:00Z,2026-01-07T17:51:00Z,FAVORABLE_FIRST,2026-01-07T17:08:00Z,2026-01-07T17:51:00Z,ADVERSE_FIRST,,2026-01-07T17:51:00Z,FAVORABLE_FIRST,2026-01-07T17:04:00Z,2026-01-07T17:52:00Z,FAVORABLE_FIRST,2026-01-07T17:08:00Z,2026-01-07T17:52:00Z,ADVERSE_FIRST,,2026-01-07T17:52:00Z,ADVERSE_FIRST,,2026-01-07T17:52:00Z,ADVERSE_FIRST,,2026-01-07T17:52:00Z,FAVORABLE_FIRST,2026-01-07T16:55:00Z,2026-01-07T17:52:00Z,FAVORABLE_FIRST,2026-01-07T17:04:00Z,2026-01-07T17:52:00Z,FAVORABLE_FIRST,2026-01-07T17:07:00Z,2026-01-07T17:52:00Z,ADVERSE_FIRST,,2026-01-07T17:52:00Z,FAVORABLE_FIRST,2026-01-07T17:04:00Z,2026-01-07T17:52:00Z,FAVORABLE_FIRST,2026-01-07T17:07:00Z,2026-01-07T17:52:00Z,ADVERSE_FIRST,,2026-01-07T17:52:00Z,ADVERSE_FIRST,,2026-01-07T17:52:00Z,ADVERSE_FIRST,,2026-01-07T17:52:00Z
SPY:2026-01-07:LONG:2026-01-07T18:31:00+00:00:v1,2026-01-07,LONG,692.575000000000,692.510000000000,-0.065000000000,2026-01-07T18:35:00Z,2026-01-07T18:40:00Z,5,BETTER,0.570000000000,0.635000000000,3.255000000000,3.190000000000,-2.985000000000,-2.920000000000,-0.065000000000,0.065000000000,True,35,30,AVAILABLE,AVAILABLE,2026-01-07T18:35:00Z,2026-01-07T18:40:00Z,FAVORABLE_FIRST,2026-01-07T18:42:00Z,2026-01-07T19:09:00Z,FAVORABLE_FIRST,2026-01-07T18:52:00Z,2026-01-07T19:09:00Z,ADVERSE_FIRST,,2026-01-07T19:09:00Z,ADVERSE_FIRST,,2026-01-07T19:09:00Z,FAVORABLE_FIRST,2026-01-07T18:52:00Z,2026-01-07T19:10:00Z,ADVERSE_FIRST,,2026-01-07T19:10:00Z,ADVERSE_FIRST,,2026-01-07T19:10:00Z,ADVERSE_FIRST,,2026-01-07T19:10:00Z,ADVERSE_FIRST,,2026-01-07T19:10:00Z,FAVORABLE_FIRST,2026-01-07T18:41:00Z,2026-01-07T19:10:00Z,FAVORABLE_FIRST,2026-01-07T18:50:00Z,2026-01-07T19:10:00Z,ADVERSE_FIRST,,2026-01-07T19:10:00Z,ADVERSE_FIRST,,2026-01-07T19:10:00Z,FAVORABLE_FIRST,2026-01-07T18:50:00Z,2026-01-07T19:10:00Z,ADVERSE_FIRST,,2026-01-07T19:10:00Z,ADVERSE_FIRST,,2026-01-07T19:10:00Z,ADVERSE_FIRST,,2026-01-07T19:10:00Z,ADVERSE_FIRST,,2026-01-07T19:10:00Z
SPY:2026-01-07:SHORT:2026-01-07T19:21:00+00:00:v1,2026-01-07,SHORT,691.700000000000,691.680000000000,0.020000000000,2026-01-07T19:25:00Z,2026-01-07T19:30:00Z,5,WORSE,2.380000000000,2.360000000000,0.460000000000,0.480000000000,2.110000000000,2.090000000000,0.020000000000,-0.020000000000,True,10,5,AVAILABLE,AVAILABLE,2026-01-07T19:25:00Z,2026-01-07T19:30:00Z,ADVERSE_FIRST,2026-01-07T20:08:00Z,2026-01-07T19:32:00Z,ADVERSE_FIRST,2026-01-07T20:12:00Z,2026-01-07T19:32:00Z,ADVERSE_FIRST,2026-01-07T20:13:00Z,2026-01-07T19:32:00Z,ADVERSE_FIRST,2026-01-07T20:14:00Z,2026-01-07T19:32:00Z,ADVERSE_FIRST,2026-01-07T20:12:00Z,2026-01-07T19:32:00Z,ADVERSE_FIRST,2026-01-07T20:13:00Z,2026-01-07T19:32:00Z,ADVERSE_FIRST,2026-01-07T20:14:00Z,2026-01-07T19:32:00Z,ADVERSE_FIRST,2026-01-07T20:27:00Z,2026-01-07T19:32:00Z,ADVERSE_FIRST,2026-01-07T20:35:00Z,2026-01-07T19:32:00Z,ADVERSE_FIRST,2026-01-07T20:08:00Z,2026-01-07T19:31:00Z,ADVERSE_FIRST,2026-01-07T20:12:00Z,2026-01-07T19:31:00Z,ADVERSE_FIRST,2026-01-07T20:13:00Z,2026-01-07T19:31:00Z,ADVERSE_FIRST,2026-01-07T20:15:00Z,2026-01-07T19:31:00Z,ADVERSE_FIRST,2026-01-07T20:12:00Z,2026-01-07T19:32:00Z,ADVERSE_FIRST,2026-01-07T20:13:00Z,2026-01-07T19:32:00Z,ADVERSE_FIRST,2026-01-07T20:15:00Z,2026-01-07T19:32:00Z,ADVERSE_FIRST,2026-01-07T20:27:00Z,2026-01-07T19:32:00Z,ADVERSE_FIRST,2026-01-07T20:35:00Z,2026-01-07T19:32:00Z
SPY:2026-01-07:SHORT:2026-01-07T20:05:00+00:00:v1,2026-01-07,SHORT,691.430000000000,690.780000000000,0.650000000000,2026-01-07T20:10:00Z,2026-01-07T20:15:00Z,5,WORSE,2.110000000000,1.460000000000,0.010000000000,0.340000000000,1.840000000000,1.190000000000,0.650000000000,-0.330000000000,True,,,AVAILABLE,AVAILABLE,2026-01-07T20:10:00Z,2026-01-07T20:15:00Z,FAVORABLE_FIRST,2026-01-07T20:12:00Z,,FAVORABLE_FIRST,2026-01-07T20:13:00Z,,FAVORABLE_FIRST,2026-01-07T20:15:00Z,,FAVORABLE_FIRST,2026-01-07T20:25:00Z,,FAVORABLE_FIRST,2026-01-07T20:13:00Z,,FAVORABLE_FIRST,2026-01-07T20:15:00Z,,FAVORABLE_FIRST,2026-01-07T20:25:00Z,,FAVORABLE_FIRST,2026-01-07T20:31:00Z,,FAVORABLE_FIRST,2026-01-07T20:37:00Z,,FAVORABLE_FIRST,2026-01-07T20:15:00Z,2026-01-07T20:19:00Z,ADVERSE_FIRST,2026-01-07T20:26:00Z,2026-01-07T20:19:00Z,ADVERSE_FIRST,2026-01-07T20:31:00Z,2026-01-07T20:19:00Z,ADVERSE_FIRST,2026-01-07T20:34:00Z,2026-01-07T20:19:00Z,ADVERSE_FIRST,2026-01-07T20:26:00Z,2026-01-07T20:19:00Z,ADVERSE_FIRST,2026-01-07T20:31:00Z,2026-01-07T20:19:00Z,ADVERSE_FIRST,2026-01-07T20:34:00Z,2026-01-07T20:19:00Z,ADVERSE_FIRST,,2026-01-07T20:19:00Z,ADVERSE_FIRST,,2026-01-07T20:19:00Z
SPY:2026-01-08:LONG:2026-01-08T15:06:00+00:00:v1,2026-01-08,LONG,689.800000000000,689.680000000000,-0.120000000000,2026-01-08T15:10:00Z,2026-01-08T15:15:00Z,5,BETTER,0.815000000000,0.935000000000,1.520000000000,1.400000000000,-0.360000000000,-0.240000000000,-0.120000000000,0.120000000000,True,40,35,AVAILABLE,AVAILABLE,2026-01-08T15:10:00Z,2026-01-08T15:15:00Z,ADVERSE_FIRST,2026-01-08T16:46:00Z,2026-01-08T15:11:00Z,ADVERSE_FIRST,2026-01-08T17:50:00Z,2026-01-08T15:11:00Z,ADVERSE_FIRST,2026-01-08T17:52:00Z,2026-01-08T15:11:00Z,ADVERSE_FIRST,,2026-01-08T15:11:00Z,ADVERSE_FIRST,2026-01-08T17:50:00Z,2026-01-08T15:11:00Z,ADVERSE_FIRST,2026-01-08T17:52:00Z,2026-01-08T15:11:00Z,ADVERSE_FIRST,,2026-01-08T15:11:00Z,ADVERSE_FIRST,,2026-01-08T15:11:00Z,ADVERSE_FIRST,,2026-01-08T15:11:00Z,FAVORABLE_FIRST,2026-01-08T15:16:00Z,2026-01-08T15:27:00Z,ADVERSE_FIRST,2026-01-08T17:42:00Z,2026-01-08T15:27:00Z,ADVERSE_FIRST,2026-01-08T17:51:00Z,2026-01-08T15:27:00Z,ADVERSE_FIRST,,2026-01-08T15:27:00Z,ADVERSE_FIRST,2026-01-08T17:42:00Z,2026-01-08T15:30:00Z,ADVERSE_FIRST,2026-01-08T17:51:00Z,2026-01-08T15:30:00Z,ADVERSE_FIRST,,2026-01-08T15:30:00Z,ADVERSE_FIRST,,2026-01-08T15:30:00Z,ADVERSE_FIRST,,2026-01-08T15:30:00Z
SPY:2026-01-08:LONG:2026-01-08T15:58:00+00:00:v1,2026-01-08,LONG,689.850000000000,689.895000000000,0.045000000000,2026-01-08T16:00:00Z,2026-01-08T16:05:00Z,5,WORSE,0.765000000000,0.720000000000,1.570000000000,1.615000000000,-0.410000000000,-0.455000000000,0.045000000000,-0.045000000000,True,10,5,AVAILABLE,AVAILABLE,2026-01-08T16:00:00Z,2026-01-08T16:05:00Z,ADVERSE_FIRST,2026-01-08T17:41:00Z,2026-01-08T16:05:00Z,ADVERSE_FIRST,2026-01-08T17:50:00Z,2026-01-08T16:05:00Z,ADVERSE_FIRST,2026-01-08T17:52:00Z,2026-01-08T16:05:00Z,ADVERSE_FIRST,,2026-01-08T16:05:00Z,ADVERSE_FIRST,2026-01-08T17:50:00Z,2026-01-08T16:05:00Z,ADVERSE_FIRST,2026-01-08T17:52:00Z,2026-01-08T16:05:00Z,ADVERSE_FIRST,,2026-01-08T16:05:00Z,ADVERSE_FIRST,,2026-01-08T16:05:00Z,ADVERSE_FIRST,,2026-01-08T16:05:00Z,ADVERSE_FIRST,2026-01-08T17:41:00Z,2026-01-08T16:05:00Z,ADVERSE_FIRST,2026-01-08T17:51:00Z,2026-01-08T16:05:00Z,ADVERSE_FIRST,,2026-01-08T16:05:00Z,ADVERSE_FIRST,,2026-01-08T16:05:00Z,ADVERSE_FIRST,2026-01-08T17:51:00Z,2026-01-08T16:05:00Z,ADVERSE_FIRST,,2026-01-08T16:05:00Z,ADVERSE_FIRST,,2026-01-08T16:05:00Z,ADVERSE_FIRST,,2026-01-08T16:05:00Z,ADVERSE_FIRST,,2026-01-08T16:05:00Z
SPY:2026-01-08:LONG:2026-01-08T16:40:00+00:00:v1,2026-01-08,LONG,689.610000000000,689.840000000000,0.230000000000,2026-01-08T16:45:00Z,2026-01-08T16:50:00Z,5,WORSE,1.005000000000,0.775000000000,1.330000000000,1.560000000000,-0.170000000000,-0.400000000000,0.230000000000,-0.230000000000,True,10,5,AVAILABLE,AVAILABLE,2026-01-08T16:45:00Z,2026-01-08T16:50:00Z,FAVORABLE_FIRST,2026-01-08T16:46:00Z,2026-01-08T16:52:00Z,ADVERSE_FIRST,2026-01-08T17:41:00Z,2026-01-08T16:52:00Z,ADVERSE_FIRST,2026-01-08T17:50:00Z,2026-01-08T16:52:00Z,ADVERSE_FIRST,2026-01-08T17:54:00Z,2026-01-08T16:52:00Z,ADVERSE_FIRST,2026-01-08T17:41:00Z,2026-01-08T16:52:00Z,ADVERSE_FIRST,2026-01-08T17:50:00Z,2026-01-08T16:52:00Z,ADVERSE_FIRST,2026-01-08T17:54:00Z,2026-01-08T16:52:00Z,ADVERSE_FIRST,,2026-01-08T16:52:00Z,ADVERSE_FIRST,,2026-01-08T16:52:00Z,ADVERSE_FIRST,2026-01-08T17:41:00Z,2026-01-08T16:51:00Z,ADVERSE_FIRST,2026-01-08T17:50:00Z,2026-01-08T16:51:00Z,ADVERSE_FIRST,2026-01-08T17:52:00Z,2026-01-08T16:51:00Z,ADVERSE_FIRST,,2026-01-08T16:51:00Z,ADVERSE_FIRST,2026-01-08T17:50:00Z,2026-01-08T16:51:00Z,ADVERSE_FIRST,2026-01-08T17:52:00Z,2026-01-08T16:51:00Z,ADVERSE_FIRST,,2026-01-08T16:51:00Z,ADVERSE_FIRST,,2026-01-08T16:51:00Z,ADVERSE_FIRST,,2026-01-08T16:51:00Z
SPY:2026-01-08:LONG:2026-01-08T16:55:00+00:00:v1,2026-01-08,LONG,689.890000000000,689.585000000000,-0.305000000000,2026-01-08T17:00:00Z,2026-01-08T17:05:00Z,5,BETTER,0.725000000000,1.030000000000,1.610000000000,1.305000000000,-0.450000000000,-0.145000000000,-0.305000000000,0.305000000000,True,75,70,AVAILABLE,AVAILABLE,2026-01-08T17:00:00Z,2026-01-08T17:05:00Z,ADVERSE_FIRST,2026-01-08T17:41:00Z,2026-01-08T17:01:00Z,ADVERSE_FIRST,2026-01-08T17:51:00Z,2026-01-08T17:01:00Z,ADVERSE_FIRST,,2026-01-08T17:01:00Z,ADVERSE_FIRST,,2026-01-08T17:01:00Z,ADVERSE_FIRST,2026-01-08T17:51:00Z,2026-01-08T17:02:00Z,ADVERSE_FIRST,,2026-01-08T17:02:00Z,ADVERSE_FIRST,,2026-01-08T17:02:00Z,ADVERSE_FIRST,,2026-01-08T17:02:00Z,ADVERSE_FIRST,,2026-01-08T17:02:00Z,ADVERSE_FIRST,2026-01-08T17:19:00Z,2026-01-08T17:12:00Z,ADVERSE_FIRST,2026-01-08T17:41:00Z,2026-01-08T17:12:00Z,ADVERSE_FIRST,2026-01-08T17:50:00Z,2026-01-08T17:12:00Z,ADVERSE_FIRST,2026-01-08T17:52:00Z,2026-01-08T17:12:00Z,ADVERSE_FIRST,2026-01-08T17:41:00Z,2026-01-08T17:12:00Z,ADVERSE_FIRST,2026-01-08T17:50:00Z,2026-01-08T17:12:00Z,ADVERSE_FIRST,2026-01-08T17:52:00Z,2026-01-08T17:12:00Z,ADVERSE_FIRST,,2026-01-08T17:12:00Z,ADVERSE_FIRST,,2026-01-08T17:12:00Z
SPY:2026-01-08:LONG:2026-01-08T18:17:00+00:00:v1,2026-01-08,LONG,689.650000000000,689.410000000000,-0.240000000000,2026-01-08T18:20:00Z,2026-01-08T18:25:00Z,5,BETTER,0.405000000000,0.645000000000,1.370000000000,1.130000000000,-0.210000000000,0.030000000000,-0.240000000000,0.240000000000,True,15,10,AVAILABLE,AVAILABLE,2026-01-08T18:20:00Z,2026-01-08T18:25:00Z,ADVERSE_FIRST,2026-01-08T20:35:00Z,2026-01-08T18:22:00Z,ADVERSE_FIRST,,2026-01-08T18:22:00Z,ADVERSE_FIRST,,2026-01-08T18:22:00Z,ADVERSE_FIRST,,2026-01-08T18:22:00Z,ADVERSE_FIRST,,2026-01-08T18:22:00Z,ADVERSE_FIRST,,2026-01-08T18:22:00Z,ADVERSE_FIRST,,2026-01-08T18:22:00Z,ADVERSE_FIRST,,2026-01-08T18:22:00Z,ADVERSE_FIRST,,2026-01-08T18:22:00Z,FAVORABLE_FIRST,2026-01-08T18:46:00Z,2026-01-08T18:53:00Z,ADVERSE_FIRST,2026-01-08T20:35:00Z,2026-01-08T18:53:00Z,ADVERSE_FIRST,,2026-01-08T18:53:00Z,ADVERSE_FIRST,,2026-01-08T18:53:00Z,ADVERSE_FIRST,2026-01-08T20:35:00Z,2026-01-08T18:54:00Z,ADVERSE_FIRST,,2026-01-08T18:54:00Z,ADVERSE_FIRST,,2026-01-08T18:54:00Z,ADVERSE_FIRST,,2026-01-08T18:54:00Z,ADVERSE_FIRST,,2026-01-08T18:54:00Z
SPY:2026-01-08:LONG:2026-01-08T18:40:00+00:00:v1,2026-01-08,LONG,689.410000000000,689.640000000000,0.230000000000,2026-01-08T18:45:00Z,2026-01-08T18:50:00Z,5,WORSE,0.645000000000,0.415000000000,1.130000000000,1.360000000000,0.030000000000,-0.200000000000,0.230000000000,-0.230000000000,True,10,5,AVAILABLE,AVAILABLE,2026-01-08T18:45:00Z,2026-01-08T18:50:00Z,FAVORABLE_FIRST,2026-01-08T18:46:00Z,2026-01-08T18:53:00Z,ADVERSE_FIRST,2026-01-08T20:35:00Z,2026-01-08T18:53:00Z,ADVERSE_FIRST,,2026-01-08T18:53:00Z,ADVERSE_FIRST,,2026-01-08T18:53:00Z,ADVERSE_FIRST,2026-01-08T20:35:00Z,2026-01-08T18:54:00Z,ADVERSE_FIRST,,2026-01-08T18:54:00Z,ADVERSE_FIRST,,2026-01-08T18:54:00Z,ADVERSE_FIRST,,2026-01-08T18:54:00Z,ADVERSE_FIRST,,2026-01-08T18:54:00Z,ADVERSE_FIRST,2026-01-08T20:35:00Z,2026-01-08T18:51:00Z,ADVERSE_FIRST,,2026-01-08T18:51:00Z,ADVERSE_FIRST,,2026-01-08T18:51:00Z,ADVERSE_FIRST,,2026-01-08T18:51:00Z,ADVERSE_FIRST,,2026-01-08T18:51:00Z,ADVERSE_FIRST,,2026-01-08T18:51:00Z,ADVERSE_FIRST,,2026-01-08T18:51:00Z,ADVERSE_FIRST,,2026-01-08T18:51:00Z,ADVERSE_FIRST,,2026-01-08T18:51:00Z
SPY:2026-01-08:LONG:2026-01-08T20:26:00+00:00:v1,2026-01-08,LONG,689.570000000000,689.880000000000,0.310000000000,2026-01-08T20:30:00Z,2026-01-08T20:35:00Z,5,WORSE,0.485000000000,0.175000000000,0.315000000000,0.625000000000,-0.130000000000,-0.440000000000,0.310000000000,-0.310000000000,True,,,AVAILABLE,AVAILABLE,2026-01-08T20:30:00Z,2026-01-08T20:35:00Z,FAVORABLE_FIRST,2026-01-08T20:30:00Z,2026-01-08T20:43:00Z,ADVERSE_FIRST,,2026-01-08T20:43:00Z,ADVERSE_FIRST,,2026-01-08T20:43:00Z,ADVERSE_FIRST,,2026-01-08T20:43:00Z,ADVERSE_FIRST,,2026-01-08T20:43:00Z,ADVERSE_FIRST,,2026-01-08T20:43:00Z,ADVERSE_FIRST,,2026-01-08T20:43:00Z,ADVERSE_FIRST,,2026-01-08T20:43:00Z,ADVERSE_FIRST,,2026-01-08T20:43:00Z,ADVERSE_FIRST,,2026-01-08T20:39:00Z,ADVERSE_FIRST,,2026-01-08T20:39:00Z,ADVERSE_FIRST,,2026-01-08T20:39:00Z,ADVERSE_FIRST,,2026-01-08T20:39:00Z,ADVERSE_FIRST,,2026-01-08T20:39:00Z,ADVERSE_FIRST,,2026-01-08T20:39:00Z,ADVERSE_FIRST,,2026-01-08T20:39:00Z,ADVERSE_FIRST,,2026-01-08T20:39:00Z,ADVERSE_FIRST,,2026-01-08T20:39:00Z
SPY:2026-01-09:LONG:2026-01-09T14:35:00+00:00:v1,2026-01-09,LONG,691.960000000000,691.370000000000,-0.590000000000,2026-01-09T14:40:00Z,2026-01-09T14:45:00Z,5,BETTER,3.350000000000,3.940000000000,2.780000000000,2.190000000000,2.030000000000,2.620000000000,-0.590000000000,0.590000000000,True,10,5,AVAILABLE,AVAILABLE,2026-01-09T14:40:00Z,2026-01-09T14:45:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T14:40:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T14:40:00Z,ADVERSE_FIRST,2026-01-09T15:26:00Z,2026-01-09T14:40:00Z,ADVERSE_FIRST,2026-01-09T15:27:00Z,2026-01-09T14:40:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T14:40:00Z,ADVERSE_FIRST,2026-01-09T15:26:00Z,2026-01-09T14:40:00Z,ADVERSE_FIRST,2026-01-09T15:27:00Z,2026-01-09T14:40:00Z,ADVERSE_FIRST,2026-01-09T16:13:00Z,2026-01-09T14:40:00Z,ADVERSE_FIRST,2026-01-09T16:52:00Z,2026-01-09T14:40:00Z,ADVERSE_FIRST,2026-01-09T14:47:00Z,2026-01-09T14:45:00Z,ADVERSE_FIRST,2026-01-09T14:47:00Z,2026-01-09T14:45:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T14:45:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T14:45:00Z,ADVERSE_FIRST,2026-01-09T14:47:00Z,2026-01-09T14:45:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T14:45:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T14:45:00Z,ADVERSE_FIRST,2026-01-09T15:26:00Z,2026-01-09T14:45:00Z,ADVERSE_FIRST,2026-01-09T15:32:00Z,2026-01-09T14:45:00Z
SPY:2026-01-09:LONG:2026-01-09T14:53:00+00:00:v1,2026-01-09,LONG,691.410000000000,691.560000000000,0.150000000000,2026-01-09T14:55:00Z,2026-01-09T15:00:00Z,5,WORSE,3.900000000000,3.750000000000,2.230000000000,2.380000000000,2.580000000000,2.430000000000,0.150000000000,-0.150000000000,True,10,5,AVAILABLE,AVAILABLE,2026-01-09T14:55:00Z,2026-01-09T15:00:00Z,ADVERSE_FIRST,2026-01-09T15:00:00Z,2026-01-09T14:55:00Z,ADVERSE_FIRST,2026-01-09T15:00:00Z,2026-01-09T14:55:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T14:55:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T14:55:00Z,ADVERSE_FIRST,2026-01-09T15:00:00Z,2026-01-09T14:55:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T14:55:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T14:55:00Z,ADVERSE_FIRST,2026-01-09T15:26:00Z,2026-01-09T14:55:00Z,ADVERSE_FIRST,2026-01-09T15:34:00Z,2026-01-09T14:55:00Z,AMBIGUOUS_SAME_BAR,2026-01-09T15:00:00Z,2026-01-09T15:00:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T15:00:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T15:00:00Z,ADVERSE_FIRST,2026-01-09T15:25:00Z,2026-01-09T15:00:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T15:00:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T15:00:00Z,ADVERSE_FIRST,2026-01-09T15:25:00Z,2026-01-09T15:00:00Z,ADVERSE_FIRST,2026-01-09T15:27:00Z,2026-01-09T15:00:00Z,ADVERSE_FIRST,2026-01-09T16:13:00Z,2026-01-09T15:00:00Z
SPY:2026-01-09:LONG:2026-01-09T15:14:00+00:00:v1,2026-01-09,LONG,691.280000000000,691.550000000000,0.270000000000,2026-01-09T15:15:00Z,2026-01-09T15:20:00Z,5,WORSE,4.030000000000,3.760000000000,0.390000000000,0.320000000000,2.710000000000,2.440000000000,0.270000000000,0.070000000000,True,,,AVAILABLE,AVAILABLE,2026-01-09T15:15:00Z,2026-01-09T15:20:00Z,FAVORABLE_FIRST,2026-01-09T15:16:00Z,2026-01-09T15:17:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T15:17:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T15:17:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T15:17:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T15:17:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T15:17:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T15:17:00Z,ADVERSE_FIRST,2026-01-09T15:26:00Z,2026-01-09T15:17:00Z,ADVERSE_FIRST,2026-01-09T15:28:00Z,2026-01-09T15:17:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T15:21:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T15:21:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T15:21:00Z,ADVERSE_FIRST,2026-01-09T15:24:00Z,2026-01-09T15:21:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T15:21:00Z,ADVERSE_FIRST,2026-01-09T15:22:00Z,2026-01-09T15:21:00Z,ADVERSE_FIRST,2026-01-09T15:24:00Z,2026-01-09T15:21:00Z,ADVERSE_FIRST,2026-01-09T15:27:00Z,2026-01-09T15:21:00Z,ADVERSE_FIRST,2026-01-09T16:13:00Z,2026-01-09T15:21:00Z
